Return,Volatility,Sharpe Ratio
0.2883411459208502,0.2004136537452782,1.4387300492376938
0.5255703492336216,0.16577196952211223,3.1704416057113685
0.29451160538684795,0.17478936499992795,1.684951515139204
0.3217350665845639,0.19100020798972972,1.68447495408939
0.42633422875150573,0.17119390133457918,2.490358741917351
0.27801019230413493,0.17145111030644378,1.6215129304629896
0.6207981647452124,0.20283415638039543,3.060619452973033
0.5052370659986716,0.1489879743799822,3.3911264858874035
0.35275231021383774,0.17997880776987793,1.9599658125576047
0.48962717012661083,0.17586912280684047,2.7840428286230505
0.26901960842251077,0.1687863761813546,1.5938466984649242
0.6646108393366698,0.21839788036903832,3.0431194579985945
0.5523663844425126,0.16397015763022105,3.3687006978927667
0.357623028337658,0.16544919653349324,2.1615277428395454
0.2995800098463019,0.18152830531964323,1.6503211954674941
0.4084296137268543,0.18581078613789545,2.198094213022419
0.4661918048270288,0.17295781211440417,2.695407620666842
0.24186718499346452,0.18755726363024994,1.2895644791997023
0.5567999562790888,0.22473730528020844,2.4775591021030348
0.18167226905989006,0.2373282674224679,0.76548938326211
0.44898622716765785,0.19410308947040741,2.3131328223197056
0.34636272007410496,0.1912526162245555,1.8110221282799603
0.5515917129423851,0.17709754874283265,3.114620822580463
0.6041889195366426,0.16913144850361292,3.572303819793373
0.3991358432178791,0.193400810921928,2.0637754377307247
0.3471210334065401,0.18602094521546567,1.8660319836805166
0.5495721563210137,0.18977520327697434,2.8959113036433988
0.6080673633257829,0.180565341346857,3.3675751879632085
0.5889817497939208,0.19425975822163705,3.0319287699407775
0.5667815070518737,0.16593730854310934,3.4156363751351786
0.31821444112109176,0.16548621781409786,1.9229059998130122
0.5379385332894293,0.20095985762711135,2.6768457125780545
0.4982642935818668,0.1541130919507086,3.233108149833443
0.5460197738539426,0.18367172282826788,2.9728025928328026
0.46514916114062405,0.18821438218118866,2.4713794756281597
0.7173638296723868,0.22440426128512386,3.19674780489537
0.5899840137148368,0.16256852475217445,3.6291404785411596
0.6950046795071659,0.19055275850109232,3.6473084146046717
0.6560793736339477,0.25329025154616064,2.5902274944615513
0.29197265633270514,0.17245483628097433,1.6930383782163396
0.29489620509174,0.16093286176774793,1.8324175799304607
0.4703313000576028,0.16398979994234034,2.868052160701298
0.32721566568535726,0.15798341371539948,2.0712026534305847
0.2904730802597321,0.21109884203642176,1.3760050858527002
0.2703502034864631,0.20234296546131986,1.3360988501383984
0.4104267260226977,0.184510694880912,2.22440615861101
0.35669493987634654,0.16146594232870853,2.2091032618519355
0.4184290421993722,0.1517818331309303,2.7567794746452052
0.38896104449829727,0.19565377986230548,1.9880067983968157
0.49440912979849405,0.18744243143044959,2.6376585388135254
0.3690779757845486,0.15676208878171274,2.3543828654801886
0.5976288740873769,0.16691432330000033,3.580452907047646
0.2885829960217513,0.1782294583838713,1.6191655332318866
0.27702685550146666,0.22479742424805507,1.2323399897846627
0.5029156171146398,0.15521445308172432,3.240133938105893
0.34950264064995223,0.18594254262806253,1.879627091843398
0.5983772418723963,0.20018417846092468,2.9891335392881593
0.6618529125341813,0.20986879916219453,3.1536508293578045
0.47229212727801045,0.18715318602408038,2.5235591085114746
0.41070444994449595,0.16294446764134382,2.5205179156404087
0.4009542292511156,0.1741305006075847,2.302607687062786
0.47473169364601486,0.1575822787109628,3.0125956898793618
0.41868436377131224,0.15235302980113183,2.748119708008602
0.3517009666373286,0.19434425282190415,1.809680304565657
0.35636033200812917,0.15149819516284654,2.3522414351212224
0.34919421989836746,0.16977000799760694,2.0568663689012117
0.38441834457158236,0.18239004586807472,2.1076717358228945
0.3214539198706535,0.17360654498984773,1.851623277736745
0.38372908357782176,0.16387117778113683,2.3416508551023103
0.6549580416715537,0.231701025544741,2.8267377761134793
0.5382080297019806,0.2011589904595858,2.675535547639916
0.38061224304485286,0.17435319718596032,2.1829954895458688
0.5318216105641139,0.18875384049090885,2.8175406083444887
0.41495283851614145,0.15982829058326303,2.5962414851704274
0.617529724269997,0.1830671243907095,3.3732420625783104
0.5385382194453084,0.1641252124209211,3.2812644169754677
0.4730419602557951,0.1734813046084872,2.7267604502015748
0.3174827613830882,0.21783997409132586,1.457412776086673
0.4027368824804386,0.1878339646857635,2.1441110672087262
0.5276958349370754,0.17398893048359856,3.0329276320646144
0.4801470682075939,0.19540069647138983,2.457243381821293
0.3855274188511326,0.20297741897340904,1.8993611250009956
0.20681449991747108,0.2163485182629681,0.9559321301479469
0.6279998984121407,0.18894773879002572,3.3236698276131573
0.40070741837760565,0.18398833845410245,2.1778957391778704
0.4411954012533923,0.15693083536737737,2.8114003230821236
0.31305702322472945,0.17919568368447245,1.7470120752236415
0.36163795963495404,0.16872573599436927,2.1433479457278684
0.45291402927527546,0.17286815925741184,2.6199968300747467
0.5984992326531037,0.1715689979301081,3.4883879947641456
0.3590419173912354,0.1687595375263629,2.1275355612724844
0.16391501879108838,0.23038425115174305,0.7114853466399725
0.2588072484183601,0.18861360768418792,1.3721557611670494
0.5618212571684403,0.16999949552793164,3.3048407315781163
0.5469351447334064,0.16533704311020161,3.308001246694967
0.4640107173820507,0.15838587840255022,2.9296217697055718
0.47852398023493276,0.17930687089941796,2.668743132009483
0.2968942421671965,0.21037430090867545,1.4112666845941406
0.27372495902956917,0.20014786330383225,1.367613695750746
0.4663860415528734,0.1683683610883407,2.770033743502241
0.37478580908814857,0.17509986380842757,2.1404117680993315
0.17419093481817946,0.2371767197008144,0.7344352137001975
0.4336393456441686,0.16720683462919425,2.5934307446572245
0.4651227788651441,0.16003148267382444,2.9064454761889293
0.5013546268437149,0.15663323207023533,3.2008190102270526
0.3138980946568086,0.18062665885212145,1.737828162529409
0.26015084399857363,0.1923025846484106,1.3528203194679411
0.47435412852356057,0.15397612674773734,3.0806991872233933
0.5102826843217723,0.17730761637579262,2.877951295900676
0.38043958018074425,0.1817563166329088,2.093129896272677
0.40337770773991705,0.18785527981387998,2.1472790551299314
0.3063407593866841,0.15946744115093275,1.9210238602671166
0.6334981372802103,0.17998465990168785,3.5197340574815814
0.4679092844003073,0.16708997644992166,2.8003432302867304
0.4319795355392259,0.15501423296972555,2.786708854170778
